id,true_corr,pred_corr,loss
cqfkyxez,-0.27761734,-0.08591,0.19170734
ddewkvxe,-0.35643297,-0.25288442,0.10354856
bvfkzxza,-0.38746154,-0.2252478,0.16221374
reubbfjv,-0.42687085,-0.31900835,0.1078625
lflzfzud,-0.93398315,-0.80782324,0.1261599
pcmzvrtq,-0.48918337,-0.3365949,0.15258846
lxqpnyax,-0.5451204,-0.42872724,0.11639318
aefuwoqq,-0.48912787,-0.3785922,0.11053568
mzpsgnup,0.06741869,0.19435173,0.12693304
lswhswmo,-0.61261505,-0.50320435,0.1094107
sropmoki,-0.25872314,-0.033230793,0.22549234
lneszcke,-0.09413866,-0.24169356,0.1475549
irkanvde,0.6852634,0.7911842,0.10592079
cqbfqpxz,-0.27862433,-0.17538717,0.10323715
qmftsozk,0.8765898,0.76451,0.1120798
lhxckije,-0.26205733,-0.14112626,0.120931074
fgyeslhr,-0.8952042,-0.78360623,0.111597955
mirgonae,0.113018,-0.08314904,0.19616704
mvnbzznk,0.28173462,0.43206474,0.15033013
ioieazed,-0.3800856,-0.18183178,0.19825381
sietlojq,-0.27124912,-0.10212783,0.1691213
ndkxcicl,-0.7010602,-0.59794605,0.10311413
pwczioqq,0.39323962,0.5075465,0.11430687
gtimfine,0.7057552,0.54213905,0.16361612
nxrcevnf,-0.6294102,-0.48601186,0.14339834
fvqujcqw,-0.7625666,-0.63024515,0.13232148
gqmzhjoz,0.75218105,0.65121394,0.10096711
joggoiqa,0.86630744,0.7066437,0.15966374
cnbgazml,-0.45018274,-0.58291787,0.13273513
lxeylzuv,-0.5395479,-0.43384954,0.10569838
pduogstr,0.5748842,0.4170819,0.15780228
gwscykcj,0.6136107,0.46209952,0.15151116
imriuwzy,0.23963866,0.13682774,0.10281092
alnthaah,-0.058967475,0.041462056,0.100429535
sryiibaq,0.2503206,0.43943927,0.18911865
bycynxoh,-0.75228035,-0.6014758,0.15080458
gkqnqdww,0.049954105,-0.052172504,0.10212661
gtlpinai,-0.7401474,-0.5963995,0.14374793
hnksckag,0.5941879,0.42437723,0.16981068
bmsldwzf,0.78952223,0.6848828,0.10463941
emsoehws,-0.07906421,0.027731813,0.106796026
chyvkede,0.126099,0.012995504,0.1131035
drqegviy,0.8347936,0.64666057,0.18813306
jjwgitnu,-0.66506124,-0.53650814,0.12855309
dlojfzav,0.45392206,0.31458476,0.1393373
nxnahyro,0.09446765,0.20743454,0.11296689
pmyhcqfb,0.72879183,0.8885633,0.15977144
lbisjmql,-0.013633836,0.17446849,0.18810232
dcvmtsnq,-0.31460306,-0.43014023,0.11553717
ohgyxgrs,0.08847692,0.25818527,0.16970834
ejperfgr,-0.6810931,-0.49755985,0.18353325
dkpdcngy,0.706999,0.5776993,0.1292997
szxmwjke,-0.088047415,-0.19677511,0.10872769
omkoanjd,-0.8476558,-0.74547803,0.10217774
scsxytab,-0.0973867,0.024487607,0.12187431
fhjsyobl,-0.23393336,-0.09191685,0.1420165
jbwocgmc,-0.10261351,0.026630998,0.1292445
ijucomfl,0.9112879,0.8062376,0.105050325
cftbvxfc,-0.0434136,-0.1972926,0.15387899
qjoyzedr,0.39718837,0.5207115,0.123523116
adnkkcfa,-0.5355549,-0.37812752,0.15742737
ocutugsu,-0.80422187,-0.6706335,0.13358837
pwmtgiku,-0.15184908,-0.024116032,0.12773305
sbyhswsz,-0.45824283,-0.2501094,0.20813343
kmainshj,-0.046410907,0.05520188,0.10161279
ggtgeelh,-0.4425475,-0.31224513,0.13030237
sjugeete,-0.81324804,-0.6914802,0.12176782
dfalfpsm,0.010241969,0.11736124,0.10711927
qvgupniv,0.60025954,0.42734566,0.17291388
pckwfokk,0.2643643,0.16404244,0.10032186
ppozrhcg,0.8511221,0.67972106,0.17140102
kimyhzzl,-0.014265634,-0.11827924,0.10401361
audcterv,0.77587426,0.65814656,0.1177277
frwoweyr,0.21615626,0.32489577,0.10873951
frgcixwn,-0.21677828,-0.33321005,0.11643177
ekkvppfp,-0.08662962,0.05214464,0.13877426
rqwfofgu,0.6030907,0.3109056,0.2921851
cxnwkxsx,0.65535134,0.5200358,0.13531554
dghjnkfj,0.16435176,0.012704216,0.15164754
opjkuatw,0.47261795,0.32367432,0.14894363
gflldgoq,-0.413034,-0.26450634,0.14852765
phkraxmk,0.39844033,0.4989771,0.10053676
bezchvkf,0.16090858,0.029359572,0.131549
pgqptxnl,0.87172335,0.7219504,0.14977294
ehdonbcd,0.94116956,0.8395339,0.101635635
tdpjnjun,-0.09237342,0.03823816,0.13061158
lsmfjecu,0.034651164,-0.19366035,0.22831151
qjqoisky,0.8573822,0.72915643,0.12822574
cbvxttwr,0.1744523,0.344189,0.16973668
itmrmdqq,-0.65154314,-0.53529507,0.11624807
munwdqes,0.5858605,0.7010152,0.11515468
ojouaknz,-0.37182328,-0.22612312,0.14570016
rcoodvsz,0.5364928,0.4250886,0.11140421
thbnigiz,-0.03140689,-0.13705885,0.10565196
cdukwunl,0.027145388,0.13477555,0.10763016
gkkregmz,-0.5307038,-0.31999448,0.2107093
gjnyclfi,-0.77806264,-0.6360851,0.14197755
karoawmw,0.52636623,0.67299956,0.14663333
bizqwzkj,0.44346732,0.32896775,0.11449957
djppqxbg,0.382583,0.51512504,0.13254204
mkhuzjno,0.309137,0.17263216,0.13650483
lvgkpebr,0.19912854,0.3001563,0.10102776
etcrenho,0.17335616,0.43461648,0.26126033
humbzfss,-0.76706165,-0.62763983,0.13942182
rupwbiyy,-0.3160832,-0.2122274,0.10385579
tittsxih,0.97232056,0.8435015,0.12881905
bcrzgksw,-0.26148683,-0.101172574,0.16031426
idxglnwl,-0.4546876,-0.3258255,0.12886208
rljhkzys,-0.546466,-0.4005355,0.1459305
hibjjaum,0.36640882,0.49479362,0.1283848
pxroehjk,-0.4273756,-0.5611739,0.1337983
nokdcwwn,0.8733836,0.9906309,0.11724734
petqxixv,0.40668273,0.5572627,0.15057999
bqfshgkm,0.2185771,0.3287857,0.110208586
iqjvvnfr,0.0687463,0.262822,0.1940757
mqydtzdj,0.8263914,0.71505606,0.11133534
nskcgubk,0.4613633,0.5632589,0.1018956
ehfwetki,-0.07907762,0.10252067,0.18159828
ciyfnzax,-0.57738614,-0.45833737,0.119048774
kvkzujfo,0.71366405,0.5904727,0.12319136
ejqfyhuc,0.9671412,0.8426619,0.124479294
hjlhpkud,-0.23390816,-0.39029667,0.1563885
qsdpamkb,-0.4042543,-0.29651552,0.10773876
cvwcspit,0.4538626,0.27733234,0.17653027
ragsnwzd,-0.30259573,-0.17802584,0.12456989
jaedqdts,-0.053090334,-0.17204706,0.11895673
apkvxwki,0.56691676,0.4645314,0.10238537
jtsryqcv,0.15114947,0.26100802,0.10985856
nihqasbq,-0.32466835,-0.46930858,0.14464024
kynnpbci,-0.32131445,-0.18288705,0.1384274
cuqyxqpl,-0.40429753,-0.23852608,0.16577145
jjjmudsv,-0.014405627,-0.12754023,0.11313461
sglptsjz,-0.032899585,0.12280428,0.15570386
bhkbnsaw,0.099843934,0.21534386,0.11549993
rfmdbfwa,0.043441746,-0.05839122,0.10183297
cvojhrzi,0.0077012023,0.30156028,0.2938591
asncgfzh,-0.046046373,-0.16881487,0.12276849
ctnzkxzb,-0.11531928,0.11410778,0.22942707
fxgrpwzf,-0.058026154,-0.1638207,0.10579455
nwpgarkx,-0.49944776,-0.32370794,0.17573982
pooiitkx,-0.4269515,-0.28602695,0.14092454
dakfkbtr,-0.7157262,-0.5983125,0.1174137
rqtvuomp,0.3845025,0.27433887,0.11016363
ktuaqnkf,0.58714926,0.45461568,0.13253358
ldxcpeex,-0.44970843,-0.553155,0.10344657
lcrcyoks,-0.31028727,-0.05738034,0.25290692
igqtaukp,-0.5992915,-0.45032644,0.14896506
qbwwlvid,0.59220976,0.4856296,0.10658017
avnnxgwy,0.67977023,0.5640679,0.11570233
fqmyqanm,0.090566754,-0.09358954,0.1841563
gjozlgrl,-0.8817279,-1.0359949,0.15426701
eoniuneu,0.11401037,0.013523564,0.10048681
fvrwnnim,-0.7919093,-0.64261234,0.14929694
llmdtqny,0.016484998,0.16074169,0.14425668
gotlqcxo,-0.06360752,0.14870527,0.21231279
knzasbwn,-0.3300906,-0.22990316,0.10018745
cfyzggjz,0.66655535,0.76845217,0.10189682
dmfmnycu,0.57657653,0.4719024,0.10467413
juwndrij,0.17399755,0.055767618,0.11822993
gnqezaso,0.031047616,-0.08465609,0.1157037
lapvcfto,-0.44671246,-0.33589837,0.110814095
kgylavjz,0.017889304,0.21212053,0.19423123
ciqhnomf,-0.014467378,0.16237184,0.17683922
ezmzloly,0.6887908,0.5647825,0.1240083
meincgvg,-0.61570597,-0.5149327,0.100773275
pjukxeni,0.27487075,0.15910369,0.11576706
rwfsbgyp,0.30688447,0.1835266,0.12335786
sgvvjcyj,-0.22619402,-0.3570651,0.13087109
ondjjeqo,-0.3927717,-0.25720096,0.13557073
oozqzbtf,-0.3862995,-0.49239382,0.10609433
mdnbnsuy,0.5007348,0.6183009,0.11756611
btgciuey,-0.62257135,-0.49950734,0.12306401
mcabzzkz,-0.6477941,-0.5409605,0.10683364
hrwvkqza,0.60547876,0.7106213,0.105142534
fcitbzxz,-0.110380456,0.015398532,0.12577899
cwxbzafj,-0.61197996,-0.48878673,0.123193234
dncoqyak,-0.24457598,-0.40197557,0.1573996
drjkecoq,-0.95661646,-0.851172,0.10544449
hmrkgxhp,0.60486364,0.4858766,0.11898705
dzexsgap,0.06657118,-0.043868884,0.11044007
jegmgmnz,-0.08618873,0.0345636,0.120752335
slxtdils,-0.3456497,-0.23685142,0.108798265
fzhjjula,-0.110665575,0.028493598,0.13915917
bbfzqqnr,-0.30726779,-0.19957969,0.1076881
qtilytjm,-0.093990475,-0.20728573,0.11329526
pfzgurpj,-0.05097931,0.08479459,0.1357739
evosfrwq,-0.2720888,-0.14619915,0.12588964
odubceei,-0.009417136,0.09215931,0.10157645
fwsoamnh,-0.25050008,-0.3537256,0.10322553
dtcpnnap,0.8021433,0.6862042,0.11593908
icptvjve,-0.41995844,-0.24660385,0.1733546
rtzusdfh,0.11625196,0.0056578442,0.110594116
rpdmauje,0.644447,0.7499802,0.10553318
jlqzltdp,-0.6455372,-0.5404031,0.10513407
kbnhlcuc,-0.19312304,-0.29338026,0.10025722
luhfsxau,0.11397023,0.0070142373,0.10695599
nglftxzv,0.005687497,-0.10321314,0.10890064
ifdzxsug,-0.28260633,-0.17282194,0.109784395
qftpaghk,0.48854825,0.589626,0.101077765
tnehalji,-0.171349,-0.029803485,0.14154552
sswgsavi,-0.40311387,-0.13084051,0.27227336
cdnzqxyd,0.027449107,0.16513395,0.13768485
aqbspovr,-0.71742225,-0.5563786,0.16104364
iqbrkiqt,0.25275677,0.38322294,0.13046616
dnlcckye,0.49717364,0.60675555,0.10958192
ckmsqraj,0.61903226,0.50632924,0.112703025
niphiuvn,-0.3056584,-0.40797815,0.10231975
oyebuzrd,0.8845431,0.7264071,0.15813601
qczrjwqa,-0.20948178,-0.321627,0.112145215
aawkjviw,0.8616506,0.74991405,0.111736536
bimesptv,0.3839673,0.4996315,0.115664184
oymqfrsh,0.053827446,-0.07888262,0.13271007
bldbryuq,0.25074545,0.38017413,0.12942868
btzgtodi,-0.21541823,-0.014615051,0.20080319
cijiwssu,0.1915708,0.29653308,0.104962274
mknltnoi,0.106758,0.0067172125,0.100040786
cdnmmrwz,-0.6014687,-0.33500192,0.26646677
lpmddsce,0.46515468,0.6105239,0.1453692
gmracdqy,0.1725267,-0.004210837,0.17673755
cszrlwmk,-0.8378939,-0.7156467,0.12224722
dgiqdhdt,-0.15705167,0.022994518,0.18004619
seoqiflm,-0.3036148,-0.18191996,0.12169483
fpudfvoz,-0.42706642,-0.53312695,0.106060535
axeweirm,-0.047955718,-0.18410309,0.13614736
rikrkraz,0.82361776,0.6877269,0.13589084
fdokngcb,0.14242207,0.2735761,0.13115405
jccnlixo,-0.65528774,-0.4844361,0.17085165
mfiyjorr,-0.025790976,-0.13255903,0.10676806
jtkulzqb,-0.76512665,-0.59981436,0.16531229
mdxazgnd,-0.9948171,-0.6931224,0.3016947
sehqfmcl,0.30109644,0.19951993,0.10157651
cghcdfxb,-0.69030565,-0.53814024,0.15216541
gublzbyq,-0.7625844,-0.647468,0.11511642
lwpwwvib,-0.4021027,-0.273295,0.12880772
qsrfqihv,-0.80599135,-0.6574996,0.14849174
otfgnxso,0.7181425,0.6055209,0.112621605
ahteydzj,-0.23168986,-0.11905893,0.112630926
jvmflmjv,-0.6657687,-0.4905751,0.17519358
bcpnoptm,0.22024734,0.08040651,0.13984084
prwlwxft,-0.44045076,-0.3067313,0.13371944
skdrylpi,-0.58430845,-0.46807656,0.11623189
aesfrbxs,0.03828597,0.17983684,0.14155087
hjzgecvb,-0.29561657,-0.09589967,0.1997169
bnkbfsuc,-0.05814833,-0.16266122,0.1045129
odfdsapw,-0.39766076,-0.49989662,0.10223585
hpmuxomx,0.83926284,0.6989042,0.14035863
pjvexyjr,0.6746582,0.5672639,0.10739428
exmcyaar,0.2828706,0.41413158,0.13126099
nrcvwmvx,-0.5922805,-0.4465342,0.14574632
rwvyovfo,-0.21203119,-0.10145671,0.11057448
ammrysin,-0.0673558,0.101661436,0.16901723
kxosfkpj,-0.05326334,0.13251096,0.1857743
ceevrvqp,0.28889006,0.41387978,0.12498972
ohzrvhbj,-0.2695649,-0.103916906,0.16564798
nrfgymum,0.64264,0.49135748,0.15128252
ebymmlng,-0.21626921,-0.044644065,0.17162514
plmxpqbl,-0.27582803,-0.16638523,0.1094428
fursxoqt,-0.22949389,-0.12211227,0.10738162
mqxlwpkp,-0.15964359,0.05273723,0.21238083
lerynybu,0.5283448,0.34095004,0.18739477
mfewejwb,-0.5609365,-0.40894797,0.15198854
rrevqndm,-0.77362204,-0.6436987,0.12992334
dmjinldx,-0.09082839,-0.1941737,0.103345305
iicawrfa,0.19450706,0.35469535,0.16018829
kpyiybwj,0.59059197,0.46675387,0.1238381
likotfzi,0.010492557,0.1407671,0.13027453
hsgfrqlf,0.25932035,0.15785336,0.10146698
dxqjnuds,0.78963107,0.66895443,0.12067664
cnhhgqrf,0.64684856,0.5467014,0.10014719
bavqshcu,0.6254087,0.7305802,0.1051715
ldmkgmkn,0.3085858,0.16855818,0.14002761
mboiucvt,0.16324273,0.05788704,0.10535569
nbmtdjfr,0.8169983,0.66210634,0.15489197
featuwxg,-0.5859285,-0.47784546,0.10808304
szctmout,-0.77825916,-0.47687635,0.3013828
dslrcmul,0.0015158872,-0.13520394,0.13671982
cjdpnnjs,0.7652538,0.586402,0.17885178
iurzkhrc,-0.92084813,-0.78982073,0.1310274
thdvitvf,-0.041253913,0.08871942,0.12997334
exkbldxx,-0.10220492,0.0354153,0.13762021
evkknqxi,-0.5974491,-0.47628203,0.12116709
tbrzsfsl,0.12193468,0.26147285,0.13953817
fvkcqqhi,-0.8948238,-0.7830209,0.111802876
oefevyvw,0.84742415,0.7114099,0.13601422
gjntzxkq,-0.38387668,-0.2671047,0.116771996
nwzkpetj,0.34725714,0.46983734,0.1225802
oveuiabe,0.46957722,0.36579925,0.103777975
hcznkcoh,0.40917596,0.51409084,0.104914874
goeeslgn,-0.14411956,-0.0015984699,0.14252108
lgmlkwyk,-0.7164068,-0.46834034,0.24806648
bznyxogm,0.044079386,0.1608822,0.11680282
gwsmceey,-0.7794997,-0.89366615,0.11416644
sphfqqvx,0.16300409,-0.0074091926,0.17041329
jsqjhjon,0.16537641,0.2798165,0.1144401
cezdlmgf,0.5814303,0.4796693,0.10176101
sofifwin,-0.45254293,-0.5631319,0.110589
givisecv,-0.16481751,-0.2792406,0.114423096
myngqcnm,0.68014455,0.80392843,0.12378389
fmspdauj,-0.67446816,-0.5555409,0.11892724
qcoaoxve,-0.09075802,-0.2273247,0.13656667
nmakhefv,0.42588204,0.3106179,0.11526415
jefsirvo,0.70096076,0.50492305,0.19603771
dnilsnrc,0.09411714,0.2008571,0.10673996
mllukecz,0.81798095,0.65076977,0.16721117
rdaovjbx,0.53088456,0.38517472,0.14570984
sxubngsf,-0.19287227,-0.06718653,0.12568575
pfnplrmo,0.20388211,-0.016884334,0.22076645
ctvfzsjo,-0.413755,-0.285682,0.128073
fktpddik,-0.04426841,0.13852212,0.18279053
mukcfqis,0.074192554,0.1989766,0.12478405
ijrpmfus,0.13609412,0.0046254843,0.13146864
gutzxtcz,-0.03700676,-0.15535277,0.11834601
jwrxrltd,-0.86270666,-0.7486939,0.11401278
gqydrefc,0.07793816,-0.06341267,0.14135084
jgbzvelc,0.96865046,0.8477888,0.12086165
iatnboiu,-0.34338814,-0.23149428,0.11189386
glfwzupz,0.2911127,0.14194757,0.14916512
eftwhejf,0.8741563,0.61637586,0.25778043
epuhsxtu,0.16804129,0.032277294,0.135764
tnkuhcpa,-0.29586384,-0.41623554,0.1203717
jjciubes,0.04268079,0.16724914,0.12456836
sxeaiszs,0.08505871,0.2412703,0.15621158
levdapma,0.6101604,0.45207652,0.15808389
snmxztze,-0.367768,-0.21128416,0.15648383
jpzgmxbp,0.16302225,0.04530149,0.11772076
orblobpx,0.88486683,0.7710197,0.11384714
npofrmve,-0.05036975,-0.1546888,0.10431905
octoeqgw,-0.33675614,-0.47745243,0.14069629
kehwpnvf,-0.32901362,-0.17291594,0.15609768
jsyjsbir,0.5230259,0.40241414,0.12061173
fwgtgwjz,0.15816858,0.29074678,0.1325782
irttqwbn,-0.011729488,-0.13556924,0.12383976
cwxtdlyt,0.5376392,0.35647407,0.18116513
dzweyrdc,0.48348528,0.3059941,0.17749119
mumeiprt,-0.3786707,-0.48038414,0.10171345
kajesjln,-0.10544195,-0.0025681108,0.10287384
eyonptqc,0.7083617,0.54278266,0.16557902
ptiydzjc,-0.8366901,-0.71010923,0.1265809
oordjooh,-0.75449884,-0.576667,0.17783183
ekloxjvx,-0.61780995,-0.50414747,0.11366248
pduyprba,-0.5838528,-0.46808976,0.11576307
krgbtkef,0.61840934,0.38639322,0.23201612
lgjzibgd,0.769933,0.8790489,0.1091159
fkzrfhyw,-0.3858416,-0.2748927,0.11094892
nbpkslgz,-0.3127149,-0.14499909,0.16771582
jaucocjt,-0.047194023,-0.16489905,0.11770503
ehneatyy,-0.49685264,-0.37354314,0.12330949
stpzmrlh,-0.3633965,-0.2575267,0.1058698
fwxzywrq,-0.30871513,-0.170434,0.13828114
hevjhayi,-0.8287269,-0.7218104,0.10691649
sdgurkdl,0.434166,0.314093,0.12007302
nlmtlhoc,0.13846488,0.24946588,0.111001
nwvklacb,-0.90099436,-0.72804755,0.17294681
nyahdbrn,-0.5397391,-0.2931902,0.24654886
qbdektym,0.5631438,0.380035,0.18310878
cevggrmp,-0.8415095,-0.7212473,0.120262206
lmozydeo,0.28541666,0.16921881,0.116197854
qherpyfy,0.0791965,0.2937959,0.21459942
acqbqqws,-0.25432,-0.11618808,0.13813192
tjhxjqwn,0.7745959,0.6305841,0.1440118
lxouebmj,-0.66740376,-0.56411,0.10329378
kyuibtpu,-0.23129731,-0.37059423,0.13929692
lexgymsd,-0.25352708,-0.36128357,0.107756495
rlffuric,0.11888156,0.23726058,0.11837902
mtoowkpk,0.9255029,0.77393585,0.15156704
oblnxdyu,-0.3153253,-0.19419801,0.12112728
rzeqlbsv,0.63400745,0.7556113,0.12160385
ffjobsfr,-0.009169669,-0.1449756,0.13580593
nldntmpe,0.065441415,0.1825675,0.11712609
frghfxll,-0.0324697,0.073285215,0.10575491
cjdvmjqd,-0.12194982,-0.0038744137,0.11807541
gzbriljj,-0.09874533,0.04177975,0.14052507
grsrutmb,0.7811902,0.6672081,0.11398214
oqkdotox,0.29132462,0.4189911,0.12766647
iucrmslr,-0.6451232,-0.04407604,0.60104716
tcjdatwo,0.03088723,0.181764,0.15087678
jhusxuto,-0.4589464,-0.3367147,0.12223169
eiubikmg,-0.4619599,-0.58397365,0.12201375
gifcgxbf,0.42471883,0.28237107,0.14234775
hgviairn,0.68635315,0.8020368,0.115683675
pqxohnbi,0.41229808,0.27719283,0.13510525
gpmsfdcu,-0.76729566,-0.5763417,0.19095397
bfmxzdto,-0.13046758,-0.008902051,0.12156553
mxddomyu,0.58687353,0.4762719,0.110601634
ssfoqsua,-0.22225644,-0.09292,0.12933645
muwlvius,-0.5726819,-0.46588233,0.10679957
ninvripo,0.52765304,0.41551423,0.11213881
jdqwxxcw,0.86848426,0.7608397,0.10764456
nphmundh,-0.6085655,-0.4878214,0.12074411
jcgehgar,-0.14411964,0.025292732,0.16941237
brbydfcj,0.5451869,0.40429014,0.14089674
kqhsaykm,0.5412768,0.40459055,0.13668627
cygfjorp,-0.1828898,-0.2874854,0.10459559
iidnqkxu,0.73965836,0.8443991,0.10474074
kfgqotsu,0.74348855,0.6000157,0.14347285
bjgudrkv,0.07776847,0.19998947,0.122221
gvlpcvgr,0.0755586,-0.055433914,0.13099252
gifybhne,-0.39562085,-0.28483585,0.11078501
lmtjjzhy,-0.1500738,0.10616208,0.25623587
foqbdhwt,-0.55180585,-0.21551192,0.33629394
glitccxt,-0.4907256,-0.36596388,0.12476173
gjveizii,-0.44674668,-0.2740817,0.17266497
byyftvjn,-0.82886326,-0.7022727,0.12659055
qdlkqpin,0.50714636,0.37570912,0.13143724
ljetqmbu,-0.2584533,-0.3768217,0.11836839
ojbxmabp,-0.8734229,-0.7330298,0.14039314
oblsfsab,-0.604953,-0.49078873,0.11416426
pqwtgrhl,0.15603936,0.29308173,0.13704237
pjqkqimp,-0.6289565,-0.3152373,0.31371918
dxtipnbj,-0.52293414,-0.40448162,0.11845252
irezauor,0.041539587,0.1430957,0.101556115
oxcsipbh,0.15489933,0.26028928,0.10538995
mskotkzp,-0.1775252,-0.02817221,0.149353
fsrykpmv,-0.8125918,-0.69408756,0.118504226
kyvjrpvb,-0.9706297,-0.81682265,0.15380704
dhhujtvf,-0.25424019,-0.09692195,0.15731823
dbqkojgt,-0.1831649,-0.28479025,0.10162535
crwcqcqo,-0.8054465,-0.6738718,0.13157469
aqintdac,-0.46633232,-0.36230028,0.10403204
hgdcdjif,0.70410097,0.5836432,0.12045777
goptpvfh,0.3132629,0.21314234,0.100120574
hwhdacdq,0.36822277,0.2646029,0.10361987
hcgktpjp,-0.7881468,-0.66860425,0.11954254
jvpxqakw,0.7959407,0.65384424,0.14209646
hvoulfgt,-0.93442506,-0.7536848,0.18074024
oowpnahm,-0.11902545,0.018255472,0.13728091
cckdukzh,0.51123524,0.6307005,0.11946529
gkayooml,0.47481495,0.5951037,0.12028873
fhbwihdk,-0.788591,-0.5671597,0.22143131
cqkrxdtp,0.07508458,0.18269429,0.107609704
qffyatlg,-0.86508757,-0.579026,0.28606158
bryltrfp,0.3138455,0.17058912,0.14325637
htffmikg,-0.13911094,0.079733215,0.21884415
logqumhw,0.05459933,-0.069703825,0.124303155
gscbqcfx,-0.3684666,-0.17680284,0.19166374
gzjqhtic,-0.26352248,-0.37039402,0.106871545
nbvsmtbf,-0.43720803,-0.32491133,0.1122967
gmxcubyz,0.42866018,0.5489596,0.12029943
obweqqst,0.42486203,0.52929914,0.10443711
jqiakjuq,-0.11963236,-0.25613317,0.1365008
kyqkwkrf,-0.09867293,-0.26185757,0.16318464
farhifwq,-0.23353179,-0.09030946,0.14322233
dpokzwbh,-0.49382776,-0.37372735,0.12010041
kfygftzj,0.045148227,-0.089887775,0.135036
gcvclfiq,-0.18784435,-0.0043534413,0.1834909
feklczpd,-0.3058007,-0.42934358,0.123542875
rdkssxda,0.8096468,0.95274097,0.14309418
blhkzmfa,0.09821455,-0.010188274,0.108402826
bfcklywn,-0.7073347,-0.6024489,0.10488582
kxhhchpt,-0.03345218,-0.16923863,0.13578644
mqtirrmt,-0.24754421,-0.13156232,0.11598189
afstheyq,-0.5853163,-0.45468032,0.13063598
gycymnun,-0.15843563,-0.014001019,0.1444346
jysvmdtq,0.4418416,0.33639738,0.10544422
ciexojjz,-0.43423572,-0.19278389,0.24145183
rquhmoru,-0.20055452,-0.030719325,0.1698352
bxqmwfri,-0.09119761,0.02101826,0.11221587
mlqfhbvw,0.11232795,-0.017860599,0.13018855
dffvulpp,-0.56662774,-0.42934862,0.13727912
pcefrraa,0.5894128,0.73796105,0.14854825
nvflseft,0.8123587,0.694921,0.11743766
hifmfrae,0.4923855,0.5983709,0.1059854
mxzugiif,-0.30209193,-0.18521827,0.11687365
pilizzyr,0.21866596,0.11754889,0.10111707
ijdtufdc,-0.587105,-0.3687264,0.21837857
bljzzjkl,0.58936846,0.4145373,0.17483115
kxfnldew,0.14998269,0.25832683,0.10834414
pgmryhrk,0.26401076,0.023415886,0.24059486
hkmdjkxu,0.84789884,0.96897644,0.1210776
kvpvoemy,-0.35898548,-0.25705335,0.10193214
siqrnpsy,-0.20435196,-0.093875036,0.110476926
ekthiplo,-0.16831589,-0.26983875,0.10152286
duuqkgxz,0.027568009,0.1336396,0.10607159
nebvqimi,0.23995179,0.3539449,0.11399311
jmbpgfdb,-0.13204874,-0.27911165,0.14706291
effeskbh,0.7974573,0.69595444,0.101502836
duoiwpep,-0.48537028,-0.36682832,0.118541956
fkoshwny,-0.064846314,0.07679471,0.14164102
rfcgnfhf,-0.36364567,-0.20115113,0.16249454
foipsozd,0.7767925,0.9196602,0.14286768
oxgvomry,0.5344488,0.4070446,0.12740421
entqbttt,0.7071196,0.807499,0.10037941
lktadnmi,0.11460886,0.22057039,0.105961524
fftpwdol,0.09319404,0.25029472,0.15710068
bhdaeyif,-0.28593332,-0.3866396,0.10070628
bvsfdkeb,0.004435564,0.122873835,0.11843827
lqorviaw,-0.5308537,-0.37260458,0.15824911
lqyzlmdp,0.26730815,0.37278166,0.10547352
fdqarbsa,0.25058502,0.39076158,0.14017656
dchkyprx,0.6387528,0.4982758,0.14047703
agzudkyh,-0.7376899,-0.5906247,0.14706522
cyabswkq,-0.4575452,-0.28905013,0.16849506
fzbhylgg,0.0020034302,0.10803848,0.10603505
ntblkofe,-0.6427802,-0.49890533,0.14387485
bfrkjccx,0.05831052,-0.048904486,0.107215
jvwaizwc,-0.7753516,-0.67414194,0.10120964
qwatciwm,-0.8319618,-0.73046684,0.10149497
bnxcrwol,0.49018863,0.6198786,0.12968996
rydipaad,0.111504704,0.26585674,0.15435204
phjxsvyh,-0.09550741,0.21008128,0.3055887
sorouwyr,-0.321142,-0.45316756,0.13202557
fzbntjwy,-0.11461544,0.07830458,0.19292003
sbpmgwxw,-0.48119503,-0.37669936,0.104495674
kfnzyuas,0.5176069,0.39296612,0.12464079
obrjlgow,0.12349142,0.23134106,0.10784964
bnfwdckq,-0.87160707,-0.76667935,0.10492772
awxfneqm,-0.46455276,-0.26567817,0.1988746
szfkgbmv,0.6033683,0.49569014,0.107678145
anijdgim,0.02085666,-0.12173158,0.14258824
mxtoahdc,0.046350542,0.16820607,0.12185553
mfylfooc,-0.7177987,-0.58313,0.13466871
kyvbbepj,0.872427,0.75653553,0.11589146
cyqdsunf,0.2728038,0.17062494,0.10217887
qtdcxbhd,-0.12049354,-0.24980462,0.12931108
obyuiyuo,0.45910436,0.35008523,0.10901913
oootvsaz,0.22071548,0.34076992,0.12005444
dplbrdkv,-0.02949707,0.08444073,0.1139378
gghidqvl,0.799198,0.6705315,0.12866646
rumzhcqt,0.60812676,0.7194005,0.111273766
eiejpxlw,0.889047,0.77782273,0.11122429
aqbklbuy,-0.054445293,0.0556987,0.11014399
oonuydvr,-0.5138517,-0.33499473,0.17885697
rfsgesxj,0.05617998,-0.055002335,0.11118232
fxlrtssr,0.64370036,0.5376968,0.10600358
dhhhptsa,0.6830151,0.56764466,0.11537045
bnqikphn,0.03750165,0.20894068,0.17143904
oayamezk,-0.81054264,-0.6884023,0.12214035
hjtvlnlk,0.7284227,0.61533713,0.11308557
asybytpg,0.10999295,0.21563396,0.10564101
