id,corr
eefbbxgl,-0.721590066573045
humdzxig,-0.7215811568255514
iqfumfek,-0.7215785038648166
cdfbiqrn,-0.7215235618425608
gyiedcea,-0.7215085819918147
tlwtsukx,-0.7214924312735733
bpkzvpwt,-0.7214821944197088
rgprwegm,-0.7214765857714112
hwbeiyqa,-0.7214393696217338
mrgduyds,-0.721434363397104
irvvmqbn,-0.7214233359328132
jhxjlgwr,-0.7214181287193305
gnmqprdq,-0.7213541450963797
ryojjoxu,-0.7212619097249207
pnobvduq,-0.7212521434651236
mazluiiy,-0.7212504508945944
psvdeito,-0.7212405548714692
dhpegybw,-0.7212344725550114
qlclnqif,-0.7211680358880023
lgohaywy,-0.7211482666843492
krenyfsh,-0.7211154023751146
mzjuaxrk,-0.721104866767523
hqcmapbi,-0.7210854577394014
oufkycaz,-0.7210819915023288
jibyvytg,-0.7210542320732584
jyfhkqkl,-0.7210487357911397
kticpbyr,-0.7210277470888514
nsutefgb,-0.721025462775833
htlkkaaa,-0.7210178935571787
jaivpabi,-0.7210166309581831
gmhzfnfz,-0.7210121014875047
qaypdtiy,-0.7209982371300916
szhemegz,-0.720997632415332
fmfgmbuw,-0.7209950734730945
hymgwspa,-0.7209884477744979
kuhspzhr,-0.720959706158752
tcwcvbvw,-0.7209030289036353
hxxfnzvv,-0.7208612380116214
pekgmgqa,-0.7208376586517778
kaqhhgbu,-0.7208207576951411
kzcdhyga,-0.7207598663073491
ejtzimji,-0.7207526470254334
qsekbkwn,-0.720737991332115
nadrpuzd,-0.72073688228212
rtuyvlgi,-0.7207146580991165
mlfjlevh,-0.7207105995096684
oxggwiey,-0.7207007992615769
tcjvdgxs,-0.7206970447068461
djsekglo,-0.7206840949217782
npyglyvw,-0.7206708756599166
fmwkavab,-0.7206637388266288
ruqstori,-0.720636693234967
cwfdxqpf,-0.7205315595267916
poouasjt,-0.7205198856929601
ehuuwavl,-0.7204464929273524
srtqjvoc,-0.7204433740880836
ifpzopvh,-0.7204364421798557
mlqwjbrq,-0.720403023513066
kxiymhsy,-0.7203531009804066
ndnmhsly,-0.7203130973093376
jacogtjj,-0.7203117219002643
eerzdwem,-0.7202888491640319
kirwowjy,-0.7202788603696995
apaejrtb,-0.7202758464590904
obucbxbt,-0.7202629774327919
tboulfpp,-0.7202352317342609
teeyaghn,-0.7202335454114663
bgzaplap,-0.7201978273996172
bdlekfae,-0.720191252918487
pxgcufdt,-0.7201685257535418
sfyxsrxr,-0.7201588857464742
bcpzmphr,-0.7201550287473191
edtojufl,-0.720129277809672
oijhpdwj,-0.7201277507469761
ndmjrrce,-0.7200911256218542
rlhhzpoy,-0.7200695893088946
sjakllvz,-0.7199985672545008
gshesgef,-0.719997042329891
emquhrmy,-0.719991904063755
cbdenqav,-0.7199830488995014
phkfettl,-0.7199751860973892
jjzuyyww,-0.7199564809925215
skopbjsw,-0.719928763485717
jaefpwbv,-0.7199027313128549
ibtmxsyr,-0.7198651281672497
tbgzedhl,-0.7198482888140708
lkmpvtro,-0.7198381296942515
bqhoiqqb,-0.7198302219619127
eyqyzsfc,-0.7198295756446442
ipgycxcd,-0.7198272277802549
gnkomyst,-0.7198157543167609
ojmgjede,-0.7198124962818149
njtpphvt,-0.7198075630634932
npuhfmym,-0.7197974572227435
ohpthuxs,-0.7197888392115757
sdzgrvvs,-0.7197851105793841
mfpgofcr,-0.7196797911988668
fzrlcvve,-0.7196650416692809
hrxmofzb,-0.7196246496563626
aefzpdbx,-0.7195460189616513
hinupvfr,-0.7195350191584167
eegsqyws,-0.7195176521323975
ndxaykuy,-0.7195163820989889
nfmpzahe,-0.7194988625605956
niuethhl,-0.7194919005425117
paujdfpw,-0.7194737994414159
gnvnbrvg,-0.7194572602090081
pufgjjjl,-0.719437866878104
icclvwgz,-0.7194194541377041
qvadsyvm,-0.7194191633859316
fuidyqxu,-0.7193823055935796
ietwszvn,-0.7193638120136993
mkjknfcz,-0.7192924978624059
iupbxnrc,-0.7192755905905158
ocgdhmzq,-0.7192506131820738
igqvnnqq,-0.7192463537935057
ejmwbgyz,-0.7192437184213634
juomzdra,-0.7192245404849176
gxikbjas,-0.7192135665857289
csrzqdou,-0.7192115239105639
ldsqulmk,-0.719201018844321
retvuknm,-0.7191601242502749
akxhwjjm,-0.7191473577479138
mecmzrff,-0.719144455522
pwugcxco,-0.7191340260543835
rxduxhqi,-0.7191169409779258
rlgielta,-0.7190830003101428
tfjlnouf,-0.71899615251906
gmrvvhxm,-0.7189957162839841
irlxdfhz,-0.718991619025847
fzhxrdsi,-0.7189189503054959
ezkijqun,-0.7188854553229747
oacxzkga,-0.7188850896181206
oeypdabk,-0.7188498168260455
scxgmtkk,-0.7188388747478653
cconauda,-0.7188387096758051
jeoizwqa,-0.7188170747407743
qizikgzk,-0.7188025928638333
ijksrbya,-0.7187939959697949
isxcmwts,-0.7187043967800661
rjhxqmal,-0.7186802879796598
dbsnijxz,-0.7186754506434039
mkytkoqs,-0.7186733106809166
aisdxumn,-0.7186446551511292
ouikmqhn,-0.7186053297078943
rzztdczd,-0.7185798373350858
cvvnoxtq,-0.7185606373453575
bufhakfz,-0.7185388321631161
nonrdnrm,-0.7185073790025566
efydjpym,-0.7184695028779416
ajjyimlv,-0.7184381451031435
jlidrhgp,-0.7184204185395026
crsadyoe,-0.7184181496187135
ovnbhryu,-0.7184070018593631
fmqbwvzr,-0.7184063865015924
lvtzaani,-0.7183992372774615
sbmonkuq,-0.7183806949307657
mkmzedzu,-0.7183752270842643
mnxrorca,-0.7183545707771388
bcarhrun,-0.7183257109919993
eyrxqegp,-0.7183090115758122
azarhbaf,-0.7182986763682578
rkfqtcoz,-0.7182813208989999
nmfsxfao,-0.7182737530670958
bmogrhot,-0.7182527282528127
ikpzzyru,-0.7182236380239433
sijljfvi,-0.7181829861898976
htmonqaa,-0.718153214663754
qsimhdzd,-0.7180850391821408
rerwyuxt,-0.7180840829605859
ghxwwawd,-0.7180266469239667
rirnbcvu,-0.7179896845076267
mkowcpqw,-0.7179613051340034
rgydsfnt,-0.7179235423229239
korduvrv,-0.7178416364910475
jghzeloc,-0.7178142684428536
mfylfooc,-0.7177987336108194
quijikzo,-0.7177888497925176
pirgdtil,-0.7177572572650075
gekmnkcs,-0.7177489825543144
qksapobt,-0.7177379608690326
gpsgthfr,-0.7177089551410144
dbzonxai,-0.7176970824169696
mghshyki,-0.7176749839140569
fidiwtad,-0.7176160669379165
genabffz,-0.717611720110755
icdqtidn,-0.7175875214875428
bxicmynp,-0.7175627461600709
axlfsfpt,-0.71753994975801
lgohakmx,-0.7175135624385135
qqbcrzuf,-0.717510163169839
fdbnfpcc,-0.7174927582534639
oklgviez,-0.717474301699276
aqbspovr,-0.7174222669749817
mukcrhup,-0.7174068587717592
hzwsqxiy,-0.7173879894815719
izlixujs,-0.7173584325807235
psdbvgvv,-0.7173501602564567
ilpoazeu,-0.7173500471718238
jbddqoak,-0.7173173063680626
cvgrmjlx,-0.7173111598570773
cxqyycoj,-0.7173104798854791
jtglbywq,-0.7173011680375397
becxrthq,-0.7172649701061058
olobsrsy,-0.7172648887825454
abvlaszu,-0.7172612480991074
rcycyobj,-0.7172515116954828
epaycqla,-0.7172497146527188
hjxqfsrp,-0.7171891959231798
taknkain,-0.7171474254662193
ekvufcpq,-0.7171421606050974
cgqkjzqp,-0.7170931350898521
buxdpgme,-0.7170715709440973
iygdkaei,-0.7170607697247946
tmszwhac,-0.7170110688237752
rshpbdco,-0.7170061745756774
ibznvsrs,-0.7169869824472761
tirewifq,-0.7169831791545868
mztyqumj,-0.7169605620031428
orqkzxef,-0.7169599321826371
benilxwb,-0.7169215998258959
dqyerkzt,-0.7169195224092396
pggmzmju,-0.7169127023113467
njwtcbxq,-0.7169043736035072
lkkvrgye,-0.7168730535550999
lhleelmn,-0.7168649094557495
qjxputug,-0.7168644257157799
nwqrjmps,-0.7168613418202763
qbuxryqa,-0.7168606853250997
gajujrmn,-0.7168419316775594
hjrrtrnf,-0.7168398659423981
ewvsmxpl,-0.7168086578082091
bouqaslk,-0.7168055296986422
mbnmpfeb,-0.7168027481249358
qcoscibb,-0.7167951818638326
getdanid,-0.7167840968557666
baslhyfd,-0.7167809842105088
ooybhqvi,-0.71677749814945
obdnbvpq,-0.7167659890368704
lwtswslb,-0.7167594137970394
dtijddpt,-0.716703918484966
eigcsmyy,-0.716643997834829
sylbyhca,-0.7166434093487761
erepkobk,-0.7166243985489054
djxxwxyk,-0.716618018928169
kbepymun,-0.7166035388916371
afwmepie,-0.7165898768517753
haxiohhv,-0.7165703231301367
fraibiga,-0.7165534169028577
dxjhmgbl,-0.7165383185929671
tbpapzbs,-0.7164858515858448
ppehvqzv,-0.7164564953606981
cbgbzqzf,-0.7164549745751673
ikincbxp,-0.7164433986950142
lgmlkwyk,-0.7164068316091472
pduxpcyb,-0.7163553250159009
nzclmgsh,-0.7163443225083809
icrxwreh,-0.7162883570475999
hiqlpxyz,-0.716287219388188
muusrltg,-0.7162817964458188
jdlhhxfo,-0.716234555039452
tbmrmepq,-0.7161969758308273
czfcvszq,-0.7161798503490426
blmfwyen,-0.7161740636103471
nduneome,-0.7161546966358532
illelhep,-0.7161250182606075
sijmvlvu,-0.7161041102579928
foqignmf,-0.7160782404444462
lxqhgxyd,-0.7160717887242601
gjszcigr,-0.7160201296197534
pyhsdmho,-0.7159893940151747
oislwody,-0.7159700168777667
pnjwoarf,-0.7159554630507141
jpihzuxb,-0.715926769235687
feivcfww,-0.715862817674122
laqznpuh,-0.7158401567037438
tdrochso,-0.7158025353190668
gqyjyium,-0.7157907434145825
bvbccfmj,-0.7157652135876158
gdxcfwbx,-0.7157642553395726
haxfjxqc,-0.7157505016617272
dakfkbtr,-0.7157262236803617
hhmzqfdv,-0.7157227380293777
gpnhqdhf,-0.7157093479624249
aygxqyol,-0.7157030974566789
jdsucxip,-0.7156794526480202
ahjxcxnl,-0.7156666282977399
ssgpemyu,-0.7156613794360727
cwxbrzgb,-0.7156558843738279
hqwcxoqj,-0.715629540290464
frcfxqmg,-0.7155801403880865
iwwrylft,-0.7155757463541983
jlnvbraa,-0.7155630372832694
alhuilrk,-0.7155588673126828
mpjpoqtg,-0.7155448034330685
szzxlpbu,-0.7155447953730392
pyvypxrf,-0.7155142106157114
dawlytno,-0.7155120918528317
adxochec,-0.7154944785005394
fwaofhyu,-0.7154889019989932
aztizivl,-0.7154724956117668
gszkvcaj,-0.7154404163339393
kghgcdwl,-0.71543488398267
lyokzdqo,-0.7154183096070074
tmsrirny,-0.7154155945562902
fwqnwsjd,-0.7153662481454486
oecpzibk,-0.7153592281706715
pqbqebgl,-0.7152674263212456
drljonzc,-0.7152430063459728
ldqveaea,-0.7152288757119515
ndxlornv,-0.7151952767697407
snaokdnz,-0.7151923996947147
adbghrpw,-0.7151665399167255
otudsyvu,-0.7151470592737759
syqgtxem,-0.7150904658188498
mxizcnqw,-0.7150893122263003
pheahruc,-0.7150681297181218
relnclfc,-0.7150643329677714
pbhrlyqu,-0.7149762551261847
kzrgtrqr,-0.7149359095904197
stpvnbks,-0.7149163981517163
dcfvftda,-0.7149114001585614
lsgkdoox,-0.7149068323317523
ipazojba,-0.714896478367669
bpcksjis,-0.714890358517596
btoofmvj,-0.7148693190212214
dsuprdmy,-0.7148658908601003
msydeyjs,-0.7148557013843304
omcruyrx,-0.7148252000262237
dlxwkduk,-0.7148210210403945
fxxaqcag,-0.7148146398056523
oabuqgmp,-0.7147765085662534
lhjpmbff,-0.7147540940301048
pvbclbtn,-0.7147425263630178
bqdmimse,-0.7147423561155316
dpqovvwa,-0.7147040575520122
fhlnpooc,-0.7146752368081041
kckeejqi,-0.7146446196304044
monfmqsi,-0.7146115723688756
apdihxjw,-0.7145899456738511
qqckbgwt,-0.7145679870238829
dzbuxamq,-0.714546699231694
lrnpshck,-0.714485726452425
kdlinlox,-0.7144854112142789
aomkijtj,-0.7144707749603315
jzqpiepr,-0.7144644326756145
nfcqxhmp,-0.714368120289694
ihohkbgg,-0.7143576449530311
jtelxoni,-0.7143422660191382
mzjzhvqp,-0.7143179677206833
ehgidsuy,-0.714303045324641
arazfakr,-0.7143024161484471
ehqgamjp,-0.7142909022844574
enzphkkx,-0.7142718297145416
ltkfqhet,-0.714259006517876
dfmaivns,-0.7141935341490602
hzhkwuhz,-0.7141800172876427
cxnqxmaw,-0.7141466386310639
cvxsuwfx,-0.7141374532701144
kokjzuny,-0.7141138580602384
jzjdwpsp,-0.7141125941673866
ifmrnkey,-0.7141016620233391
hvlzmpru,-0.7140866659823146
mlcceiqb,-0.7140396263404666
arldciys,-0.7139852562157804
mrzrrplx,-0.713973561043545
qfvipvnq,-0.7139613400969482
oakipbtw,-0.7139549300947883
jpwjygvg,-0.7139458305137378
jjxexbkw,-0.7139326490708949
onspbwlu,-0.7139113443551648
drecmcxb,-0.7138972487415154
chfiofzb,-0.7138710386648344
tklomwnx,-0.7138024881235729
aysodylk,-0.7137976931427507
irclfwal,-0.7137900314175405
emdgwjav,-0.7137429802550722
hqpumvcw,-0.713727548776623
gyivovzz,-0.7137271394172829
dznwtlls,-0.7137013268698588
myartkbz,-0.7136894443309634
dgtoxguk,-0.7136841138695694
kguarvjh,-0.7136449374961678
muvppmao,-0.7136422446943255
qeiqkoct,-0.7136360431421751
riwylrzk,-0.7136167675843842
goukntje,-0.7136097489684267
esvidbrd,-0.7135661427833154
cywfatye,-0.7135588547494109
jrytijlo,-0.7135324533833293
hjkhnnhs,-0.7135189050244122
rrhduzjp,-0.7135062399953552
coeyoecf,-0.713485326633981
hzgamjfx,-0.7134062993976182
iusuozzr,-0.7133570413879221
mfekzbws,-0.7133345340651919
radiqwnt,-0.7132969777316113
qkjscmdv,-0.7132756048172624
idsaxgks,-0.7132589070563377
tibcizow,-0.7132456149275348
rhdrbpgh,-0.7132244585952244
psxbakct,-0.7131919751172477
mrztiwjy,-0.7131750769262979
lgsnhgth,-0.713168683315255
tmdgsfyx,-0.7131639885619653
bvluexmq,-0.7130959860003305
qhisvzxn,-0.7130931208355928
imkuiata,-0.7130888288892511
pdddyqgw,-0.713071886717249
hvvpomoo,-0.712980643990247
mbckotda,-0.7129697603442947
iyvegpyt,-0.7129666166999326
myikinsn,-0.7129450298585012
legwbxqt,-0.7129429540702772
mwzejsgk,-0.712935095948085
nojctuvn,-0.7129148576024992
crlewcak,-0.7128908765448304
bfzxldew,-0.7128686102429441
kznvdytk,-0.7127410985620228
kakzwaqm,-0.7127174280335902
hstasphb,-0.7127151165131514
dugzmeqj,-0.7127081031933942
oziexvya,-0.7126820706655552
lxjazeom,-0.7126820011319004
gvikljok,-0.7126740903059466
mkywjpze,-0.7126391989145007
sjcjvgzr,-0.7126295871861572
brruqmeo,-0.7126081693688177
qcnwyync,-0.712583746089721
oizknlte,-0.7125222632485679
jfokrvee,-0.7125031967482285
fnureiye,-0.7124976147185274
jrutewpf,-0.7124817980971888
jkiwqkyl,-0.7124788572365364
cinkmejk,-0.7124632709110503
nxzvgvzt,-0.7124544180861249
lsgkrucv,-0.7124340380011258
dhjdvaar,-0.71235502754042
bakxpejm,-0.7123305640707359
bacttkbh,-0.7123224756608839
ghsqxjor,-0.7123222361626074
pldtvryw,-0.7123222207003548
elyfbsnk,-0.7122752671172293
jcvpacmf,-0.7122676680465057
dnrqwdzw,-0.7122497692322681
quvqhcgs,-0.7121880072953031
dsyasgyz,-0.7121853204951214
csipzbbj,-0.712184726255916
spxvreqy,-0.7121746101900153
kqycvqwe,-0.712151347594078
qkcfeexo,-0.7121225957344381
ecahxtpq,-0.7121000759546859
exfsmlkc,-0.71209984426709
soxxkzxn,-0.7120640601590589
fqocfrgm,-0.7120336730679332
mllemtza,-0.712015345583348
qmvofflv,-0.7119957673879933
hgzsjrqt,-0.7119810413920199
rskeygoy,-0.7119385590540507
caubrgzc,-0.7118861737726765
qawlyyee,-0.7118533359708862
myaaflys,-0.7118488501302958
ifqiukhp,-0.7118448581106116
iiwbjypz,-0.7118243201500462
ktzzjqyt,-0.7118236166908731
hxahciic,-0.7118197560622418
itymytxt,-0.7117882592212958
lytkauvw,-0.7117865018366148
rjkeqbgs,-0.711786432701526
epepkkwr,-0.7117581256396484
oqyoxpms,-0.7117423564248081
fkwenhos,-0.7117397635153518
hztvygwx,-0.7117282184677163
ghzafmbg,-0.7116949556596094
niqinndu,-0.7116772491038025
puldulwv,-0.7116756931073832
hpcnabrj,-0.7116661243240264
dlissivz,-0.7116578158376875
ccygtgwl,-0.7115189709519159
qvdcmjdq,-0.711478505815203
lmknvzkg,-0.7114689837454512
lbwagrkx,-0.7114374584355819
fwyqvvfi,-0.711428299405467
aboxprxg,-0.7114227592547465
jsponwrm,-0.7114090054448514
rkqjrphb,-0.7113657214793482
gtrtdwyt,-0.7113536653329746
juswxfgn,-0.7113466262619412
ibpgebmr,-0.7113023544217385
hdcfcnyz,-0.7112948699071864
mmllpiik,-0.7112833558965086
gdbbtiii,-0.7112607174117858
himcivyt,-0.7112175036695618
kamvkxhi,-0.711200344958374
fumhkzsy,-0.7111983353905332
hexgqfro,-0.7111819106990933
quxixkee,-0.7111751401309017
rvvsffmr,-0.7111705108980249
jauqfgph,-0.7111586830680748
pwmeagyn,-0.7111114174966408
pckkxbuy,-0.7110980371670013
hdgjyjgb,-0.7110967069747501
qxeyyxuq,-0.711092428056174
javdpkva,-0.7110884915934461
tedlmziz,-0.7110878193234031
jjkaqxbv,-0.7110691933236675
ekbsyiuz,-0.7110230563937847
hhdthxay,-0.7110226716774889
msnsjkrs,-0.7109672116033051
hbunyyot,-0.7109642509133909
ifigjdgz,-0.7109556959393362
nrxqdbmt,-0.7109554106504216
nsgecgtt,-0.710940735949432
sawsqqrf,-0.7109381739185988
rbuaiyai,-0.7109243795714105
hhgsxxdb,-0.7108949604163998
jiahveuz,-0.7108328815148152
eafycvrv,-0.7108013504149424
efcberyz,-0.7107944769392837
fyegdicq,-0.7107728878875093
nsbbdezy,-0.7107438934268953
pndomqgg,-0.7107417950163232
rhpqbgmh,-0.7107396116698582
jaajrgfo,-0.7107065853420721
ohwwawnx,-0.7106550219238132
jkvhruue,-0.7106114500757913
gzbpwxjy,-0.7105869724236972
isgascio,-0.710572719243313
idlduaqo,-0.710558982054352
hsxxttlp,-0.7105564969403947
qnkyptiw,-0.7105498117918511
ctlrlvrm,-0.7105062594578189
ioctbdyg,-0.7105017098773732
nejqilsb,-0.7104995008211833
bbzywabb,-0.7104951991740054
bqlqibst,-0.7104683839311022
hzbawshh,-0.7104608317843958
jcuflgpr,-0.7104254909007679
axvfqggv,-0.710420387930698
suzcrydv,-0.7104067884042872
svetuwlu,-0.7103811055976914
jevjejlo,-0.7103371319699159
nmpjqhdg,-0.7103012904211978
evvbweqs,-0.7102515455152855
snhnsylf,-0.7102299562513971
byykmboo,-0.7102248108579697
inkqdcig,-0.7102172503890402
qnslwfit,-0.7101950355131522
kdzyuhyr,-0.7101824019594959
aercjvxz,-0.710167195062624
ejkvkeeo,-0.7101638917721446
szlirqsk,-0.7100522156537099
bmyocfbp,-0.7100395474044823
kjzdllqb,-0.7100042798515132
icgjgacl,-0.7100013345172919
ibrxwexc,-0.7099973412757843
drxvsepg,-0.7099626504030152
fqgpqqhs,-0.709926638022803
mkinkcdw,-0.7099132962689584
jcmxlycb,-0.7098946939651245
eheehchv,-0.709887488071089
kagddhtt,-0.7098594185101494
ccbhicjo,-0.7098005568811675
ayfrbdoj,-0.7097967398318453
fzudclwn,-0.7097931929444701
frxfzwji,-0.7097896549220019
mtjdsugk,-0.7097639567013625
thndwwag,-0.7097375070929933
lugpcgzx,-0.7097291999351739
lbkleywm,-0.7097012962316904
kaoeuuex,-0.7096958309664687
nupohbah,-0.7096268655765198
noimaotq,-0.7096102456470966
kvdwruev,-0.7095992808057258
dcjdvcki,-0.7095944282481517
pgvtwiiw,-0.7095724680496782
nftbpoak,-0.7095563408134751
mdjvmqxt,-0.7095548055832265
qxymmkmm,-0.7095065958269403
anwgscyv,-0.7094363313793165
ccfdnwqi,-0.7093900878244385
czeminpr,-0.7093652705844898
ifxqnfha,-0.7093426943006909
pknbcsvq,-0.7093378989044827
erosavac,-0.7093246325329297
ixjjmfwf,-0.7093185367570312
qdglstzr,-0.7092842600959449
jeoutbri,-0.7092440401077307
jvieqllx,-0.7092432966553901
igvakbsr,-0.7091967786155909
iqmoitya,-0.7091901080490778
hvzazoqh,-0.70917614349479
lbyownnd,-0.7091686604587771
owdisvet,-0.7091438157609985
iismjdsv,-0.7091388314711057
iljxmziw,-0.7090607841059537
muqnzwfb,-0.7090352644702502
qhaoeelv,-0.709010815215335
takuwfno,-0.7089963877403631
hvhgotvr,-0.7089806171424842
qwfsjunn,-0.7089720727243757
fjbbwsus,-0.7089579433200376
fbqjunin,-0.7089549947664072
lqkaudqk,-0.7089250129467762
akgagfnb,-0.7089154072026127
aiwhrucs,-0.7088845017635851
crosczbn,-0.7088823494706044
rfindorj,-0.7088640889430846
cwykkrum,-0.7088611051681682
oqsuyjyo,-0.7088156526952788
guhlseqv,-0.7088155321972347
megwwgaa,-0.7087661390451615
oblvrkqu,-0.7087548166191867
hoyjtarf,-0.7086933069430977
kyjojfyj,-0.7086877665275225
adqahqcc,-0.7086715683412871
elyzgfgw,-0.7086527945302893
rszubrup,-0.7085871495046158
qlxpjzsz,-0.7085761115066616
oqoewecy,-0.7085676529186702
sfqlthfa,-0.7085645152220158
lhtvohnl,-0.7085270307059562
ahcvezaw,-0.7085144621565993
aajawfoc,-0.708501731230929
pyxolbsu,-0.7084934256143938
putndpfr,-0.7084832071553572
hicblhmr,-0.7084659178825846
bfdvmjmu,-0.7084094381229175
emfbcwoq,-0.7083637579909359
lznuhmwi,-0.7083186068650067
qfbaczrp,-0.7083070236264296
fzjpeegx,-0.7082724297763971
ojvsnqvl,-0.7081756264275848
grchpweg,-0.7081681441338982
gbdwwmkf,-0.7081588730416793
hjpifksr,-0.708151345375716
hujudgfg,-0.7081274299071051
hktypyth,-0.708107233387486
hyaqkexw,-0.7081061262533764
kwijipzf,-0.7080957085335425
tnecwurj,-0.7080558006574459
sowdcjnh,-0.7080491357355954
ceggzxwv,-0.7080454187522733
poxhqvdj,-0.7080002235389583
cfnfbslh,-0.7079936652549578
mpmuqyhx,-0.7079587223516695
ccktvddd,-0.7079446377836993
icmexzmh,-0.7078197516012261
kjthoasg,-0.7077979191487
dlilwzvi,-0.7077656015539229
alrumonv,-0.7077196549028236
kxztvjef,-0.7077078500154785
oyqcxuxx,-0.7076778115290999
ozluqnuu,-0.7076583708737036
cvrhdphj,-0.7076243766947413
kixekayl,-0.7076195998726975
gzgqkfhz,-0.7076193452002998
oldjxtjb,-0.7076174792632073
ovlzlfdp,-0.7076160339603041
jdrupvqi,-0.7076142022819274
qqnwlztm,-0.7076083399691973
qdojbziv,-0.7075781792811722
nynxugat,-0.70757727417861
iriyhmqw,-0.7075460396750977
knypfhzq,-0.7075405291619015
tdjittvz,-0.7075256892355948
rthtvxpz,-0.7074870715461998
ogeqnyau,-0.7074865315212163
mjhotecc,-0.7074780307538068
bnnhjphy,-0.707407410808718
jfnbzqpz,-0.7074015187611599
hefofgky,-0.7073983569733884
fiblksoz,-0.7073515698359696
fpdimgst,-0.707336970076174
bfcklywn,-0.7073347175587429
shoggsjh,-0.707280554903826
ssdtpgcr,-0.7072405453869297
tgcubboq,-0.7072257546046874
dhscljzf,-0.7072249333693653
mdbddjtq,-0.7070991807564638
dsgolmff,-0.707081786319447
hbhljrow,-0.7070772946693377
mgnoyprk,-0.7070721822193613
onvejlak,-0.7070511944916213
rfvcvjcq,-0.7070473651195897
nkxbhpzw,-0.7070328947625029
okpdkhts,-0.707029265427885
eqtljrir,-0.7069968913748654
nqhlbhgc,-0.7069627813346087
nunrwixf,-0.706957252438267
mmfiaite,-0.7069468866733742
qhtihtif,-0.706938543423202
jxsfwagx,-0.7069284022069894
bvomwqqc,-0.7068922127754302
cpygvwua,-0.7068828733325835
apbqmhdg,-0.7068813086421859
dqgjhqlu,-0.7068694826261835
civoqwzf,-0.7068185268638805
locfniqp,-0.7068034068750352
lifefqys,-0.7067886790427862
kiiubmrh,-0.7067790996144891
emfueelj,-0.7067580265071769
sxzawzij,-0.706715374269345
lurycykl,-0.7066853419879021
rvxvmczg,-0.7066827597379066
hkslylmm,-0.706647048879587
fkzldbsn,-0.706609859655464
jjnbxgje,-0.7065682781315327
krdadpfv,-0.7065564800584929
pldbmfdc,-0.7065561314240256
jrjymkdx,-0.706530892430826
jpghunde,-0.7065084272164903
nuhdlbvf,-0.706497983625724
jndutqju,-0.7064677972158451
nparbgnl,-0.7064562580277842
lofumsiy,-0.7064491644241236
hyvidxut,-0.7064412316123915
bkyuvcpl,-0.7064377746628575
pkuajpgc,-0.7064357712378919
diaftxgo,-0.7064342165151375
ahkmypwe,-0.7064241762862845
rwmqsnrn,-0.7064097070333873
jerflrie,-0.7063745039728515
tmtbtrho,-0.7063566782248321
chtcgxcu,-0.7063540786821381
qpxloqil,-0.7063408676187193
sjgbdurk,-0.706333918429541
hrsanunc,-0.7063096877609394
tkpdrflu,-0.7062995903293859
hjivbuis,-0.7062902466893223
iivpajcb,-0.7062783961857252
hanfxlpe,-0.7062439747471032
gvtctgiz,-0.7062341356448624
jwbjullq,-0.7061988294133988
iyunejnh,-0.7061969690226615
ryqhlpau,-0.7061648421135693
kcmjabgg,-0.7061389965978491
iwkutdqh,-0.7061161219816138
bgfmfzfy,-0.7060831859219796
tmvgsoot,-0.7060397543049832
ktwlyoxw,-0.7060223979270476
pwtbilpz,-0.7060146449624021
hegvbglu,-0.7059750458069451
nvhxswwf,-0.7059490058491044
epmdkfgw,-0.7059335594702315
nqovfzly,-0.705894513585291
bigynhug,-0.7058933156859801
gxgtvjxm,-0.7058802029963066
gibpdwcj,-0.7058650219312287
gxbfdaqk,-0.705859441893884
bljgxmbs,-0.7058424514690574
luofximw,-0.7058036703775624
ojlntbpq,-0.705801765467704
afbiycrs,-0.7057498500097713
ajuaaswp,-0.7057498496402066
qxdobpvh,-0.7057431145894402
mnnxrxee,-0.705709792733653
qfnaopmd,-0.7057096108293881
cyclumzu,-0.7057062175265844
lcwvlavj,-0.7056743028177204
srwqbliy,-0.705664624462007
hrfsmjdo,-0.7056503740599706
sfugokmr,-0.7056414585150688
bbtawlid,-0.7056238844926741
ovgtfkgn,-0.7056161185353454
rwtekxdv,-0.7055855364273298
iozckgeu,-0.7055787920180668
rudeuqfm,-0.705559579475447
hraehjuc,-0.7055488733004478
ntxbbwud,-0.705503228084767
nykveqrc,-0.7054247050811827
czyxxftf,-0.7053877212753393
gewojihs,-0.7053856480411994
krmdnevr,-0.7053591324535399
orjatymu,-0.7053429528424704
jxartoib,-0.7053422185350319
ivgwubml,-0.7053394843513576
gfqjprmy,-0.7053354587971312
qivpfasr,-0.7053251823936404
hveqfezg,-0.7053204361948019
mwulfebi,-0.7052956599565704
itkpbguu,-0.7052781744032984
hmeljrhr,-0.7052712789309822
nnvbwvns,-0.7052487475824474
cveovlvy,-0.7052376981352672
csomenjx,-0.7052236928708264
ffajjlyg,-0.7052198125942876
ogoptyje,-0.7051727149947551
mtlgbhde,-0.7051643287852024
jpxwoiru,-0.7051570794734484
rilqctfq,-0.7051307250272896
tgigsonf,-0.7051130082877399
mtsverii,-0.7050865778955427
enwshrsw,-0.70502900291438
rwiqmuai,-0.7050284452653114
iadfsyqo,-0.7050258700699477
ehkjtbsp,-0.7050099327769153
btwmyyma,-0.7050043039473023
pdanhyak,-0.7050006239311637
aschqceq,-0.7049363232977144
ldtgvofx,-0.704927695309931
djaauqjq,-0.7048844178709703
nxrbbbkg,-0.7048310445436877
lvamdmcb,-0.704830094323753
hxzxboca,-0.7048284291144189
